DOI	Organism	Tissue	Technique	Data location	itemLabel	normalized_doi	item
10.1038/S41596-019-0247-2	Human, Mouse		Chromium		CellTagging: combinatorial indexing to simultaneously map lineage and identity at single-cell resolution	10.1038/S41596-019-0247-2	Q89687029
10.1038/S41586-020-1993-6	Pogona vitticeps	Brain	Chromium		A claustrum in reptiles and its role in slow-wave sleep	10.1038/S41586-020-1993-6	Q89686928
10.1038/S41586-020-1999-0	Human, Mouse	Brain	Chromium	GSE130119	MAFG-driven astrocytes promote CNS inflammation	10.1038/S41586-020-1999-0	Q89686934
10.1172/JCI.INSIGHT.130651	Mouse	Kidney	Chromium		Immune cell landscaping reveals a protective role for regulatory T cells during kidney injury and fibrosis	10.1172/JCI.INSIGHT.130651	Q89685938
10.1101/2020.02.11.944561							
10.1016/J.CANLET.2020.02.010	Human	Tumor	Chromium		Single cell RNA-seq reveals the landscape of tumor and infiltrating immune cells in nasopharyngeal carcinoma	10.1016/J.CANLET.2020.02.010	Q89729221
10.1038/S41467-020-14551-2	Human	Ovary	Chromium		A living biobank of ovarian cancer ex vivo models reveals profound mitotic heterogeneity	10.1038/S41467-020-14551-2	Q89701238
10.1016/J.DEVCEL.2020.01.009	Mouse	Lung	Chromium		Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	10.1016/J.DEVCEL.2020.01.009	Q89720866
10.1016/J.CELL.2020.01.015	Mouse	Artery, Brain, Colon, Heart, Intestine, Kidney, Liver, Lung, Muscle, Spleen, Testis	Chromium		Single-Cell Transcriptome Atlas of Murine Endothelial Cells	10.1016/J.CELL.2020.01.015	Q89720882
10.1101/MCS.A004978	Human	Intestine, Liver, Tumor	Chromium		Comparative single-cell RNA sequencing (scRNA-seq) reveals liver metastasis-specific targets in a patient with small intestinal neuroendocrine cancer	10.1101/MCS.A004978	Q89700393
10.1101/2020.02.12.946509							
10.1101/2020.02.13.947549	Arabidopsis 	Cotyledons					
10.7554/ELIFE.54129	Toxoplasma				A single-parasite transcriptional atlas of Toxoplasma gondii reveals novel control of antigen expression	10.7554/ELIFE.54129	Q89743157
10.1038/S41591-020-0752-4	Human	Blood	Chromium	SCP548	An immune-cell signature of bacterial sepsis	10.1038/S41591-020-0752-4	Q89748723
10.1038/S41593-020-0587-9	Human	Brain	Chromium	GSE139522	Single-cell analysis of olfactory neurogenesis and differentiation in adult humans	10.1038/S41593-020-0587-9	Q89748825
10.1038/S41590-020-0595-7				GSE128743	EBF1-deficient bone marrow stroma elicits persistent changes in HSC potential	10.1038/S41590-020-0595-7	Q89748604
10.1038/S41590-020-0602-Z	Human	Colon	Chromium & Smart-seq2	E-MTAB-8474	Distinct microbial and immune niches of the human colon	10.1038/S41590-020-0602-Z	Q89748559
10.1038/S41593-020-0586-X	Mouse	Brain	Chromium		Spatiotemporal single-cell analysis of gene expression in the mouse suprachiasmatic nucleus	10.1038/S41593-020-0586-X	Q89748799
10.1038/S43018-019-0020-Z	Human			GSE138474			
10.1016/J.CELREP.2020.01.075	Mouse	Eye	Chromium		STAT Signaling Modifies Ascl1 Chromatin Binding and Limits Neural Regeneration from Muller Glia in Adult Mouse Retina	10.1016/J.CELREP.2020.01.075	Q89787598
10.1038/S41586-020-2024-3	Mouse	Culture, Organoid	Chromium	GSE123187	Single-cell and spatial transcriptomics reveal somitogenesis in gastruloids	10.1038/S41586-020-2024-3	Q89792286
10.1126/SCIADV.AAY5556	Mouse	Lung	Chromium		Vascular endothelium-targeted Sirt7 gene therapy rejuvenates blood vessels and extends life span in a Hutchinson-Gilford progeria model	10.1126/SCIADV.AAY5556	Q90017131
10.1038/S41598-020-59808-4	Honey bee	Brain	Chromium		Meta-analysis of honey bee neurogenomic response links Deformed wing virus type A to precocious behavioral maturation	10.1038/S41598-020-59808-4	Q89810573
10.1126/SCIENCE.AAY3224	Human, Mouse	Thymus	Chromium	E-MTAB-8581	A cell atlas of human thymic development defines T cell repertoire formation	10.1126/SCIENCE.AAY3224	Q89808480
10.1016/J.STEM.2020.01.008	Mouse	Intestine	Chromium		Distinct Mesenchymal Cell Populations Generate the Essential Intestinal BMP Signaling Gradient	10.1016/J.STEM.2020.01.008	Q89831609
10.1016/J.STEM.2019.12.011	Mouse	Colon	Chromium		Ascl2-Dependent Cell Dedifferentiation Drives Regeneration of Ablated Intestinal Stem Cells	10.1016/J.STEM.2019.12.011	Q89831611
10.1038/S41525-020-0117-4	Human	Sperm	Chromium	EGAS00001004035	Single-cell sperm transcriptomes and variants from fathers of children with and without autism spectrum disorder	10.1038/S41525-020-0117-4	Q90055896
10.1002/JLB.1HI0120-169R	Mouse	Bone marrow	Chromium		Frontline Science: Cxxc5 expression alters cell cycle and myeloid differentiation of mouse hematopoietic stem and progenitor cells	10.1002/JLB.1HI0120-169R	Q89825193
10.1126/SCIIMMUNOL.AAY6017	Mouse	Spleen	Chromium		Defining the emergence of myeloid-derived suppressor cells in breast cancer using single-cell transcriptomics	10.1126/SCIIMMUNOL.AAY6017	Q89838027
10.1038/S41368-020-0074-X	Human	Tongue	Chromium		High expression of ACE2 receptor of 2019-nCoV on the epithelial cells of oral mucosa	10.1038/S41368-020-0074-X	Q87461399
10.1038/S41591-020-0769-8	Human	Blood	CITE-seq	https://doi.org/10.35092/yhjc.c.4753772	Broad immune activation underlies shared set point signatures for vaccine responsiveness in healthy individuals and disease activity in patients with lupus	10.1038/S41591-020-0769-8	Q89867380
10.1038/S41587-020-0430-6	Human	Culture	Chromium	GSE137659	Targeting the cytoskeleton to direct pancreatic differentiation of human pluripotent stem cells	10.1038/S41587-020-0430-6	Q89866859
10.1016/J.DEVCEL.2020.01.026	Mouse	Digit tip	Chromium	GSE143888	Cellular Heterogeneity and Lineage Restriction during Mouse Digit Tip Regeneration at Single-Cell Resolution	10.1016/J.DEVCEL.2020.01.026	Q89877199
10.1021/ACS.EST.9B06386	Zebrafish	Intestine	Chromium		Single-Cell RNA Sequencing Reveals Size-Dependent Effects of Polystyrene Microplastics on Immune and Secretory Cell Populations from Zebrafish Intestines	10.1021/ACS.EST.9B06386	Q89858175
10.1073/PNAS.1901720117	Mouse	Skin	Chromium		The aging skin microenvironment dictates stem cell behavior	10.1073/PNAS.1901720117	Q89865196
10.1073/PNAS.1916897117	Human, Mouse	Blood, Spleen	Chromium	GSE142637	Interferon lambda promotes immune dysregulation and tissue inflammation in TLR7-induced lupus	10.1073/PNAS.1916897117	Q89865064
10.1371/JOURNAL.PPAT.1008334	Mouse	Lung	Chromium		Two waves of pro-inflammatory factors are released during the influenza A virus (IAV)-driven pulmonary immunopathogenesis	10.1371/JOURNAL.PPAT.1008334	Q89892888
10.1016/J.EBIOM.2020.102686	Human	Blood	Chromium		Single-cell transcriptomics of blood reveals a natural killer cell subset depletion in tuberculosis	10.1016/J.EBIOM.2020.102686	Q89957153
10.1101/2020.02.23.20026690	Human	Lung	Chromium		The landscape of lung bronchoalveolar immune cells in COVID-19 revealed by single-cell RNA sequencing	10.1101/2020.02.23.20026690	Q88975285
10.1016/J.DEVCEL.2020.01.033	Human	Airways, Organoid	Chromium		In Vitro and In Vivo Development of the Human Airway at Single-Cell Resolution	10.1016/J.DEVCEL.2020.01.033	Q89936505
10.1016/J.CELL.2020.02.008	Rat	Bone marrow, Brain, Heart, Kidney, Liver, Muscle, Skin	Chromium		Caloric Restriction Reprograms the Single-Cell Transcriptional Landscape of Rattus Norvegicus Aging	10.1016/J.CELL.2020.02.008	Q89936612
10.1172/JCI.INSIGHT.133267	Human	Kidney	Chromium		Single cell transcriptomics identifies focal segmental glomerulosclerosis remission endothelial biomarker	10.1172/JCI.INSIGHT.133267	Q89926273
10.1016/J.CUB.2020.01.027	Zebrafish	Culture	Chromium		Epithelial Planar Bipolarity Emerges from Notch-Mediated Asymmetric Inhibition of Emx2	10.1016/J.CUB.2020.01.027	Q89936526
10.1101/2020.02.28.969931	Human	Brain	Chromium				
10.1101/2020.03.02.955757	Mouse	Gastrointestinal tract	Chromium				
10.1101/2020.02.29.970558	Mouse	Brain					
10.1038/S41467-020-14952-3	Human	Brain	Smart-seq2	phs001791.v1.p1	Transcriptomic evidence that von Economo neurons are regionally specialized extratelencephalic-projecting excitatory neurons	10.1038/S41467-020-14952-3	Q90009406
10.1101/2020.03.02.973008	Mouse	Thymus	Chromium & Smart-seq2				
10.1002/STEM.3168	Human	Culture	Smart-seq2		Genome-wide CRISPR screen identifies ZIC2 as an essential gene that controls the cell fate of early mesodermal precursors to human heart progenitors	10.1002/STEM.3168	Q90027423
10.1038/S41467-019-14198-8	Mouse	Brain	Smart-seq2	GSE114000	Identification of region-specific astrocyte subtypes at single cell resolution	10.1038/S41467-019-14198-8	Q90091126
10.1101/2020.03.04.976407	Mouse	Brain	Chromium	SCP795			
10.1101/2020.03.05.979112	Mouse	Muscle					
10.1126/SCIIMMUNOL.AAY5552	Mouse	Spleen	Chromium	GSE134157	Long-lived T follicular helper cells retain plasticity and help sustain humoral immunity	10.1126/SCIIMMUNOL.AAY5552	Q90117337
10.1089/HUM.2019.366	Mouse	Liver			Single-Cell Transcriptome Analysis of Mouse Liver Cell-Specific Tropism and Transcriptional Dysregulation Following Intravenous Administration of AAVrh.10 Vectors	10.1089/HUM.2019.366	Q90114574
10.1002/HEP.31215	Mouse	Liver	Chromium		Transcriptional dynamics of hepatic sinusoid-associated cells after liver injury	10.1002/HEP.31215	Q90126248
10.1172/JCI130308	Mouse	Spinal cord	Chromium	GSE129105	Angiopoietin-2 blockade ameliorates autoimmune neuroinflammation by inhibiting leukocyte recruitment into the CNS	10.1172/JCI130308	Q90156184
10.1016/J.CELL.2020.02.015	Human	Tumor	Chromium		Complement Signals Determine Opposite Effects of B Cells in Chemotherapy-Induced Immunity	10.1016/J.CELL.2020.02.015	Q90110307
10.1038/S41467-020-15041-1	Mouse	Brain	Drop-seq	GSE144444	Functional hypoxia drives neuroplasticity and neurogenesis via brain erythropoietin	10.1038/S41467-020-15041-1	Q90170517
10.1038/S41467-020-15060-Y	Yeast	Whole organism	Bead-seq	PRJNA606890	Time-lapse single-cell transcriptomics reveals modulation of histone H3 for dormancy breaking in fission yeast	10.1038/S41467-020-15060-Y	Q90170556
10.1038/S41587-020-0442-2	Mouse	Culture, Lung	PIC-seq	GSE135382	Dissecting cellular crosstalk by sequencing physically interacting cells	10.1038/S41587-020-0442-2	Q90172040
10.1038/S41590-020-0620-X	Mouse	Tumor	Chromium		PD-L1 engagement on T cells promotes self-tolerance and suppression of neighboring macrophages and effector T cells in cancer	10.1038/S41590-020-0620-X	Q90171484
10.1016/J.CELREP.2020.02.067	Mouse	Tibialis anterior	Chromium	GSE143437	Single-Cell Analysis of the Muscle Stem Cell Hierarchy Identifies Heterotypic Communication Signals Involved in Skeletal Muscle Regeneration	10.1016/J.CELREP.2020.02.067	Q90239535
10.1172/JCI.INSIGHT.132334	Mouse	Spleen	Chromium		MicroRNA-146a regulates immune-related adverse events caused by immune checkpoint inhibitors	10.1172/JCI.INSIGHT.132334	Q89991558
10.1038/S41467-020-15155-6	Human	Culture	SORT-seq		An organoid biobank for childhood kidney cancers that captures disease and tissue heterogeneity	10.1038/S41467-020-15155-6	Q90245439
10.1172/JCI.INSIGHT.133647	Mouse	Tumor	Chromium		Differentiated agonistic antibody targeting CD137 eradicates large tumors without hepatotoxicity	10.1172/JCI.INSIGHT.133647	Q90245083
10.4049/JIMMUNOL.1901484	Mouse	Spleen	Chromium	GSE138222	T Cell-Expressed microRNA-155 Reduces Lifespan in a Mouse Model of Age-Related Chronic Inflammation	10.4049/JIMMUNOL.1901484	Q90243992
10.4049/JIMMUNOL.1900814	Mouse	Muscle	Chromium		Tuning Macrophage Phenotype to Mitigate Skeletal Muscle Fibrosis	10.4049/JIMMUNOL.1900814	Q90244027
10.15252/EMBJ.2020104486	Drosophila		Chromium	E-MTAB-8698	Temporal specificity and heterogeneity of Drosophila immune cells	10.15252/EMBJ.2020104486	Q90256707
10.1016/J.CELL.2020.02.042	Mouse	Tumor	Chromium		Tumor-Derived Retinoic Acid Regulates Intratumoral Monocyte Differentiation to Promote Immune Suppression	10.1016/J.CELL.2020.02.042	Q90310938
10.1002/SMLL.201907674	Human	Blood	Chromium		Mass Cytometry and Single-Cell RNA-seq Profiling of the Heterogeneity in Human Peripheral Blood Mononuclear Cells Interacting with Silver Nanoparticles	10.1002/SMLL.201907674	Q90264921
10.1016/J.DEVCEL.2020.02.006	Drosophila	Testis	Chromium		Sperm Head-Tail Linkage Requires Restriction of Pericentriolar Material to the Proximal Centriole End	10.1016/J.DEVCEL.2020.02.006	Q90310640
10.1242/DEV.186643	Mouse	Pancreas	Chromium	GSE131134	Role of nutrient-driven O-GlcNAc-posttranslational modification in pancreatic exocrine and endocrine islet development	10.1242/DEV.186643	Q90280806
10.1007/S00018-020-03480-4	Mouse	Aorta	Chromium		Single-cell gene profiling and lineage tracing analyses revealed novel mechanisms of endothelial repair by progenitors	10.1007/S00018-020-03480-4	Q90287235
10.1002/JNR.24618	Mouse	Eye	Chromium		Single-cell RNA sequencing study of retinal immune regulators identified CD47 and CD59a expression in photoreceptors-Implications in subretinal immune regulation	10.1002/JNR.24618	Q90289819
10.1038/S42003-020-0837-0	Human	Culture	ddSeq	GSE141834	Single-cell RNA sequencing reveals a heterogeneous response to Glucocorticoids in breast cancer cells	10.1038/S42003-020-0837-0	Q90317735
10.1371/JOURNAL.PBIO.3000435	Zebrafish		Chromium		Single-cell in vivo imaging of cellular circadian oscillators in zebrafish	10.1371/JOURNAL.PBIO.3000435	Q90303477
10.1093/ECCO-JCC/JJAA054	Human	Colon	Chromium		Lymphocyte activation gene (LAG)-3 is associated with mucosal inflammation and disease activity in ulcerative colitis	10.1093/ECCO-JCC/JJAA054	Q90373021
10.1101/2020.03.14.991018	Mouse	Brain	Smart-seq2				
10.1101/2020.03.12.989806	Mouse	Brain	Slide-seqV2	SCP815			
10.1038/S41467-020-15220-0	Mouse	Bone marrow	Smart-seq2	GSE140807	Dissecting the early steps of MLL induced leukaemogenic transformation using a mouse model of AML	10.1038/S41467-020-15220-0	Q90371841
10.1038/S41592-020-0766-3	Human	Culture	Smart-seq2	E-MTAB-7167	Cardelino: computational integration of somatic clonal substructure and single-cell transcriptomes	10.1038/S41592-020-0766-3	Q90591088
10.1038/S41593-020-0604-Z	Human	Brain	Chromium		Profiling gene expression in the human dentate gyrus granule cell layer reveals insights into schizophrenia and its genetic risk	10.1038/S41593-020-0604-Z	Q90591913
10.1016/J.CELREP.2020.02.091	Mouse	Skin	Chromium	GSE142471	Defining Epidermal Basal Cell States during Skin Homeostasis and Wound Healing Using Single-Cell Transcriptomics	10.1016/J.CELREP.2020.02.091	Q90429741
10.1089/OMI.2019.0215	Human	Liver	Chromium		A Multi-Omics Approach to Liver Diseases: Integration of Single Nuclei Transcriptomics with Proteomics and HiCap Bulk Data in Human Liver	10.1089/OMI.2019.0215	Q90387085
10.1172/JCI134874	Mouse	Pancreas	Chromium		Sel1L-Hrd1 ER-associated degradation maintains β-cell identity via TGFβ signaling	10.1172/JCI134874	Q90390291
10.1101/2020.03.15.20033472	Human	Blood	Chromium		Blood single cell immune profiling reveals the interferon-MAPK pathway mediated adaptive immune response for COVID-19	10.1101/2020.03.15.20033472	Q88977439
10.1038/S42003-020-0842-3	Mouse	Colon	Chromium		Loss of the branched-chain amino acid transporter CD98hc alters the development of colonic macrophages in mice	10.1038/S42003-020-0842-3	Q90438944
10.1101/2020.03.16.992958	Mouse	Spinal cord	Chromium				
10.3390/CANCERS12030690	Mouse	Breast, Tumor	Chromium		Comparative Molecular Analysis of Cancer Behavior Cultured In Vitro, In Vivo, and Ex Vivo	10.3390/CANCERS12030690	Q90399732
10.1016/J.CELL.2020.02.048	Mouse	Kidney, Pancreas, Culture	Chromium	OEP000249	Long-Term Expansion of Pancreatic Islet Organoids from Resident Procr+ Progenitors	10.1016/J.CELL.2020.02.048	Q90572524
10.1007/S13238-020-00705-X	Mouse		Chromium		Single-cell transcriptomic analysis of adult mouse pituitary reveals sexual dimorphism and physiologic demand-induced cellular plasticity	10.1007/S13238-020-00705-X	Q90474335
10.1084/JEM.20190730	Mouse	Retina	Chromium	GSE135167	Single-cell profiling reveals an endothelium-mediated immunomodulatory pathway in the eye choroid	10.1084/JEM.20190730	Q90496500
10.1101/2020.03.18.996975	Human	Bladder, Blood, Bone marrow, Bile duct, Esophagus, Heart, Large intestine, Liver, Lymph node, Muscle, Skin, Small intestine, Spleen, Stomach, Trachea	Chromium		Single-cell transcriptome profiling an adult human cell atlas of 15 major organs	10.1101/2020.03.18.996975	Q95600662
10.7150/THNO.40663	Mouse	Muscle	Chromium		CD8+ T-cell plasticity regulates vascular regeneration in type-2 diabetes	10.7150/THNO.40663	Q90746458
10.1101/2020.03.19.998658							
10.1038/S41588-020-0595-4	Mouse	Bone marrow	Chromium		DNA methylation disruption reshapes the hematopoietic differentiation landscape	10.1038/S41588-020-0595-4	Q90591655
10.1038/S41591-020-0799-2	Human	Blood	Seq-Well	SCP256	Integrated single-cell analysis of multicellular immune dynamics during hyperacute HIV-1 infection	10.1038/S41591-020-0799-2	Q91595979
10.1182/BLOODADVANCES.2019000785	Mouse	Bone marrow	Chromium		Runx1 negatively regulates inflammatory cytokine production by neutrophils in response to Toll-like receptor signaling	10.1182/BLOODADVANCES.2019000785	Q90623565
10.1101/2020.03.22.002261	Mouse	Kidney	Chromium				
10.1016/J.CELREP.2020.02.109	Mouse	Brain	Chromium		Chronic Peripheral Inflammation Causes a Region-Specific Myeloid Response in the Central Nervous System	10.1016/J.CELREP.2020.02.109	Q90628398
10.1016/J.CELREP.2020.03.004	Rat	Lung, Organoid, Trachea	Chromium		Platform Effects on Regeneration by Pulmonary Basal Cells as Evaluated by Single-Cell RNA Sequencing	10.1016/J.CELREP.2020.03.004	Q90628459
10.1038/S41586-020-2157-4	Human	Adipose, Adrenal gland, Artery, Ascending colon, Bladder, Bone marrow, Cerebellum, Cervix, Duodenum, Epityphlon, Esophegus, Fallopian tube, Gall bladder, Heart, Ileum, Je junum, Kidney, Liver, Lung, Muscle, Omentum, Pancreas, Blood, Pleura, Prostate, Rectum, Colon, Spleen, Stomach, Temporal lobe, Thyroid, Trachea, Ureter, Uterus, Chorionic villus, Skin, Rib, Placenta	Microwell-seq	https://figshare.com/articles/HCL_DGE_Data/7235471	Construction of a human cell landscape at single-cell level	10.1038/S41586-020-2157-4	Q90665256
10.1038/S41586-020-2134-Y	Human, Mouse	Lung, Tumor	Chromium		A conserved dendritic-cell regulatory program limits antitumour immunity	10.1038/S41586-020-2134-Y	Q91739840
10.1093/CVR/CVAA078	Human	Heart	Chromium		The ACE2 expression in human heart indicates new potential mechanism of heart injury among patients infected with SARS-CoV-2	10.1093/CVR/CVAA078	Q90750316
10.1016/J.DEVCEL.2020.02.019	Mouse	Heart	Chromium		Dynamic Transcriptional Responses to Injury of Regenerative and Non-regenerative Cardiomyocytes Revealed by Single-Nucleus RNA Sequencing	10.1016/J.DEVCEL.2020.02.019	Q90707604
10.1016/J.CMET.2020.03.002	Mouse	Pancreas	Chromium		Beta Cell Dedifferentiation Induced by IRE1α Deletion Prevents Type 1 Diabetes	10.1016/J.CMET.2020.03.002	Q90707615
10.1038/S41467-020-15411-9	Human, Mouse	Brain	Chromium	GSE12917, GSE139161	Human iPSC-derived mature microglia retain their identity and functionally integrate in the chimeric mouse brain	10.1038/S41467-020-15411-9	Q90713241
10.1101/2020.03.23.20039362	Human	Blood	Chromium		Immune Cell Profiling of COVID-19 Patients in the Recovery Stage by Single-Cell Sequencing	10.1101/2020.03.23.20039362	Q88978545
10.1126/SCIIMMUNOL.AAX8756	Mouse	Lung	Chromium		Identification of a nerve-associated, lung-resident interstitial macrophage subset with distinct localization and immunoregulatory properties	10.1126/SCIIMMUNOL.AAX8756	Q90711571
10.1038/S41467-020-15326-5	Human	Culture	Chromium	E-MTAB-7742	Identification of cell surface markers and establishment of monolayer differentiation to retinal pigment epithelial cells	10.1038/S41467-020-15326-5	Q90776167
10.1038/S41587-020-0470-Y	Human	Culture	Perturb-seq	GSE146194	Combinatorial single-cell CRISPR screens by direct guide RNA capture and targeted sequencing	10.1038/S41587-020-0470-Y	Q90777092
10.1038/S41590-020-0643-3	Human	Blood	Chromium		Sestrins induce natural killer function in senescent-like CD8+ T cells	10.1038/S41590-020-0643-3	Q90776750
10.1007/S00134-020-06026-1	Human	Kidney	Chromium		Identification of a potential mechanism of acute kidney injury during the COVID-19 outbreak: a study based on single-cell transcriptome analysis	10.1007/S00134-020-06026-1	Q90821141
10.1016/J.CELREP.2020.03.027	Mouse	Brain	Chromium		Cortical Neural Stem Cell Lineage Progression Is Regulated by Extrinsic Signaling Molecule Sonic Hedgehog	10.1016/J.CELREP.2020.03.027	Q90799741
10.1038/S41467-020-15361-2	Human	Blood	Chromium		Endothelialization of arterial vascular grafts by circulating monocytes	10.1038/S41467-020-15361-2	Q90835368
10.1101/2020.03.31.016972	Human, Marmoset, Mouse	Brain	SMARTer & Chromium & Patch-seq				
10.1016/J.STEM.2020.02.013	Mouse	Artery	Chromium		Smooth Muscle Cell Reprogramming in Aortic Aneurysms	10.1016/J.STEM.2020.02.013	Q91536500
10.1101/GAD.332577.119	Mouse	Spinal cord	Chromium		Positive autofeedback regulation of Ptf1a transcription generates the levels of PTF1A required to generate itch circuit neurons	10.1101/GAD.332577.119	Q91520048
10.1101/2020.04.04.025825	Human			GSE147528			
10.1016/J.CELL.2020.03.004	Mouse		Chromium		An Airway Protection Program Revealed by Sweeping Genetic Control of Vagal Afferents	10.1016/J.CELL.2020.03.004	Q91662280
10.1016/J.CELL.2020.03.015	Mouse	Skin	Chromium		Defining the Design Principles of Skin Epidermis Postnatal Growth	10.1016/J.CELL.2020.03.015	Q91662287
10.1038/S41587-020-0469-4	Mouse, Human, Dog	Culture, Blood, Colon	CEL-seq2 & MARS-seq & Quartz-seq2 & gmcSCRB-seq & ddSeq & ICELL8 & SMARTer (C1HT) & Chromium & Drop-seq & InDrops	GSE133549	Benchmarking single-cell RNA-sequencing protocols for cell atlas projects	10.1038/S41587-020-0469-4	Q96230190
10.1038/S41587-020-0465-8	Human, Mouse	Brain	Smart-seq2 & CEL-seq2 & Chromium & Drop-seq & Seq-Well & InDrops & sci-RNA-seq	GSE132044	Systematic comparison of single-cell and single-nucleus RNA-sequencing methods	10.1038/S41587-020-0465-8	Q93270907
10.1371/JOURNAL.PPAT.1008408	Human	Blood	Chromium		Integrating GWAS with bulk and single-cell RNA-sequencing reveals a role for LY86 in the anti-Candida host response	10.1371/JOURNAL.PPAT.1008408	Q91596470
10.1016/J.BBRC.2020.03.149	Human	Culture	Chromium		Adverse effects of nicotine on cardiogenic differentiation from human embryonic stem cells detected by single-cell RNA sequencing	10.1016/J.BBRC.2020.03.149	Q91813961
10.7554/ELIFE.55435	Dictyostelium		Chromium		Cell and molecular transitions during efficient dedifferentiation	10.7554/ELIFE.55435	Q91627529
10.1016/J.CELREP.2020.03.034	Mouse	Spleen	Chromium		Plasma Cell Fate Is Orchestrated by Elaborate Changes in Genome Compartmentalization and Inter-chromosomal Hubs	10.1016/J.CELREP.2020.03.034	Q91729959
10.1016/J.CELREP.2020.03.043	Mouse	Intestine	Chromium		Differentiation Paths of Peyer's Patch LysoDCs Are Linked to Sampling Site Positioning, Migration, and T Cell Priming	10.1016/J.CELREP.2020.03.043	Q91730014
10.1016/J.CELREP.2020.03.055	Chicken	Gonad	Chromium		Insights into Gonadal Sex Differentiation Provided by Single-Cell Transcriptomics in the Chicken Embryo	10.1016/J.CELREP.2020.03.055	Q91729904
10.1016/J.CELREP.2020.03.063	Human	Blood	BD Rhapsody & Chromium	GSE135325	A Targeted Multi-omic Analysis Approach Measures Protein Expression and Low-Abundance Transcripts on the Single-Cell Level	10.1016/J.CELREP.2020.03.063	Q91729893
10.1016/J.CMET.2020.03.009	Human, Mouse	Artery, Eye	Chromium		Single-Cell RNA Sequencing Maps Endothelial Metabolic Plasticity in Pathological Angiogenesis	10.1016/J.CMET.2020.03.009	Q91730157
10.1182/BLOODADVANCES.2019000699	Human	Blood	Chromium		Diversity of peripheral blood human NK cells identified by single-cell RNA sequencing	10.1182/BLOODADVANCES.2019000699	Q91763464
10.1101/2020.04.08.029769	Human	Blood	Chromium		Tocilizumab treatment in severe COVID-19 patients attenuates the inflammatory storm incited by monocyte centric immune interactions revealed by single-cell analysis	10.1101/2020.04.08.029769	Q95605666
10.1101/2020.04.10.022103	Crab-eating macaque	Aorta, Lung, Pancreas, Partoid, Kidney, Thyroid, Liver, PBMC, Brain	DNBelab C4	SCP947	Single-cell atlas of a non-human primate reveals new pathogenic mechanisms of COVID-19	10.1101/2020.04.10.022103	Q95607654
10.1038/S41593-020-0618-6	Mouse		Chromium		Profiling peripheral nerve macrophages reveals two macrophage subsets with distinct localization, transcriptome and response to injury	10.1038/S41593-020-0618-6	Q91875118
10.1038/S41467-020-15543-Y	Human	Blood	Chromium		Single-cell transcriptomics identifies an effectorness gradient shaping the response of CD4+ T cells to cytokines	10.1038/S41467-020-15543-Y	Q91891499
10.1016/J.CELREP.2020.03.059	Mouse	Brain	Chromium		Enhancing WNT Signaling Restores Cortical Neuronal Spine Maturation and Synaptogenesis in Tbr1 Mutants	10.1016/J.CELREP.2020.03.059	Q91958167
10.1016/J.CELREP.2020.03.060	Mouse	Ovary	Chromium		Progesterone Receptor Serves the Ovary as a Trigger of Ovulation and a Terminator of Inflammation	10.1016/J.CELREP.2020.03.060	Q91958028
10.1016/J.CELREP.2020.03.078	Human		Chromium	GSE147259	Disentangling Pro-mitotic Signaling during Cell Cycle Progression using Time-Resolved Single-Cell Imaging	10.1016/J.CELREP.2020.03.078	Q91958051
10.1016/J.CELL.2020.03.047	Human	Lung	Chromium		Regenerative Metaplastic Clones in COPD Lung Drive Inflammation and Fibrosis	10.1016/J.CELL.2020.03.047	Q91989344
10.1073/PNAS.1912139117	Mouse		Chromium		Redefining the heterogeneity of peripheral nerve cells in health and autoimmunity	10.1073/PNAS.1912139117	Q91969556
10.1016/J.CMET.2020.04.005	Human	Pancreas	Smart-seq2 & Patch-seq	GSE124742	Patch-Seq Links Single-Cell Transcriptomes to Human Islet Dysfunction in Diabetes	10.1016/J.CMET.2020.04.005	Q92017600
10.1016/J.CELL.2020.03.048	Human, Mouse	Blood, Colon, Lymph node, Tumor	Chromium		Single-Cell Analyses Inform Mechanisms of Myeloid-Targeted Therapies in Colon Cancer	10.1016/J.CELL.2020.03.048	Q92017855
10.15252/EMBJ.20105114	Human	Lung	Chromium	https://doi.org/10.6084/m9.figshare.11981034.v1	SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells	10.15252/EMBJ.20105114	Q91561671
10.1038/S41586-020-2222-Z	Mouse	Synovial tissue	Chromium	GSE145286	Notch signalling drives synovial fibroblast identity and arthritis pathology	10.1038/S41586-020-2222-Z	Q94441043
10.1038/S42003-020-0922-4	Human	Skin	Chromium	GSE130973	Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming	10.1038/S42003-020-0922-4	Q93196157
10.1172/JCI.INSIGHT.137263	Mouse		Chromium		CCL5 mediates CD40-driven CD4+ T-cell tumor infiltration and immunity	10.1172/JCI.INSIGHT.137263	Q93178244
10.1101/2020.04.23.057828	Human	Blood	CITE-seq				
10.1101/2020.04.23.056390	Human, Mouse	Brain					
10.7554/ELIFE.52648	Xenopus	Tail	Chromium	GSE146836	Chromatin accessibility dynamics and single cell RNA-Seq reveal new regulators of regeneration in neural progenitors	10.7554/ELIFE.52648	Q93253568
10.1038/S41593-020-0624-8	Mouse	Brain	Chromium	GSE143758	Disease-associated astrocytes in Alzheimer's disease and aging	10.1038/S41593-020-0624-8	Q93270841
